id,created_by,last_modified_by,address1,address2,adhaar_no,birth_place,blood_group,category,city,country,date_of_birth,district,first_name,gender,identification_mark1,identification_mark2,last_name,middle_name,mother_tongue,nationality,pincode,previous_school_address,previous_school_standard,previous_school_name,registered_mobile_number,religion,state,sub_caste,school_id,user_id,admission_id
85,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud29B4,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,151,STUDENT_ID_85
86,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud29B3,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,152,STUDENT_ID_86
87,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud29B2,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,153,STUDENT_ID_87
88,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud29B1,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,154,STUDENT_ID_88
89,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28B1,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,155,STUDENT_ID_89
90,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28B2,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,156,STUDENT_ID_90
91,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28B3,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,157,STUDENT_ID_91
92,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28B4,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,158,STUDENT_ID_92
93,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28A4,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,159,STUDENT_ID_93
94,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28A3,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,160,STUDENT_ID_94
95,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28A2,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,161,STUDENT_ID_95
96,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud28A1,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,162,STUDENT_ID_96
97,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG11,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,163,STUDENT_ID_97
98,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG12,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,164,STUDENT_ID_98
99,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG13,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,165,STUDENT_ID_99
100,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG14,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,166,STUDENT_ID_100
101,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG24,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,167,STUDENT_ID_101
102,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG23,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,168,STUDENT_ID_102
103,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG22,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,169,STUDENT_ID_103
104,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2LKG21,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,170,STUDENT_ID_104
105,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG21,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,171,STUDENT_ID_105
106,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG22,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,172,STUDENT_ID_106
107,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG23,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,173,STUDENT_ID_107
108,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG24,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,174,STUDENT_ID_108
109,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG14,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,175,STUDENT_ID_109
110,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG13,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,176,STUDENT_ID_110
111,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG12,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,177,STUDENT_ID_111
112,staff,staff,Tadepalligudem,Tadepalligudem,Adhaar-220302,Tadepalligudem,o+,cat,Tadepalligudem,India,7/9/1995,West Godavari,Stud2UKG11,MALE,mole on right hand,mole on left hand,Klass,Sec,Telugu,Indian,534101,abcd address,Nursery,abc school,9876543210,Hindu,AP,A,2,178,STUDENT_ID_112
